"ID","EMAX","EC50","KOUT","HILL","MICBL","k20","k23","k32","vc"
"1",11.7889793385583,147.148445904433,0.0203345846324305,3.35173184851828,26.3041897402145,0.120750584567849,0.379402965739565,0.0453407011221058,63.3501150954338
"2",4.91966717395726,410.103701809186,0.0183979719272768,3.49093675381505,16.6452072924003,0.116990953692598,0.991172999334889,0.0228659463639804,16.7312761415469
"3",9.01809754651747,118.198939719244,0.018679000992867,3.32283051061353,10.7047526375391,0.108204393522891,0.292940749681967,0.0765605936973571,76.8177984681669
"4",9.94465757887979,139.244590235808,0.0158035076645725,3.06891228456905,13.974795775488,0.112483598934299,0.343114881044722,0.0311938286151123,69.0591807729356
"5",11.8901047975475,52.8321225154531,0.0189849812958943,3.10080906917827,8.11272794613615,0.271213370145918,0.327716619104289,0.0407054415280627,73.4464475447054
"6",17.8017262758762,117.555430528562,0.0238537974768644,3.89546061441723,28.3652201672085,0.203415807495881,0.439519593094565,0.0711550909262177,55.926989643807
"7",9.25376494051971,51.2385012381489,0.0170065222695554,3.24627258401642,5.52255356684327,0.261554483795819,0.421864619038925,0.0700489819476332,63.3951476594534
"8",8.34667380299607,127.805425419427,0.0158989713455001,3.140553634895,15.9846607549116,0.113209525437117,0.686965054596047,0.0495850529049264,37.2885581429146
"9",13.9404311120782,155.628766463148,0.0278911746481938,3.50343897775741,5.7217489592731,0.139728980851114,0.489423391494276,0.0436164643458768,44.5229255076863
"10",8.44322450412296,181.951736211304,0.0190312665896013,3.40677952419744,4.90598418796435,0.145313982091393,0.767030152614883,0.0427365932488508,28.6038753352171
"11",19.1624662300815,106.517644881002,0.024188079293729,3.48777221242568,4.25348973926157,0.195915808372906,0.588848926263326,0.0562868091238325,40.4205116467553
"12",7.69560604873678,314.175963171367,0.0171456070940804,3.40578707524258,12.0838176729158,0.121797213269153,1.23766354673069,0.0421341428802908,14.6800769430525
"13",10.6480006465146,98.8457322072006,0.0367055195837607,3.40312157431903,18.3092509149574,0.27709621202142,0.30352803228053,0.0504128886235543,80.7996143328251
"14",7.82152553169887,69.2080373924066,0.02540121583975,3.94220881009171,8.91685476247221,0.379756997691925,0.617529828441058,0.0657066896713935,57.6924820733962
"15",16.4281965694406,89.0458801466796,0.0261959974117967,3.39959067012914,10.0225862786174,0.135377546693021,0.355851545270862,0.0407132852104784,71.8255546867286
"16",6.52950104996004,108.028552364462,0.0191970818251245,3.3056048545234,4.51217129034922,0.325469337357367,0.409610741811691,0.0304192596709213,51.5264817788784
"17",8.63534711319382,119.774221553576,0.0154763333790999,3.07731849473827,27.7684017918073,0.112392280051702,0.430108350272206,0.0488036293551121,55.0937368531641
"18",11.6497885005711,117.920564781138,0.0199437366724831,3.37576078552371,10.3718725568615,0.0992671517313002,0.698448583777174,0.0419396235692297,40.5570783301235
"19",9.59045158221769,201.738291900165,0.0211835247385174,3.67581973933059,22.0814385036938,0.107124849758018,1.37137834848799,0.0456319245390266,18.179401757
"20",5.22640211507262,128.150298961825,0.0327185372872113,3.23104229034589,12.7778337174095,0.409832660707035,0.374154692588281,0.0439036874165143,69.8758486145484
"21",6.25435321592936,110.4981323761,0.0135262677071811,3.08905194923692,20.4288273225538,0.294321558529928,0.344356163024151,0.0351719275660757,64.6945528306984
"22",11.9197160778242,81.1138320742084,0.0184770351335037,3.23248954581769,4.83870512526482,0.225379249995453,0.338829204940698,0.0568319300746609,70.6173796152404
"23",8.74072510036557,54.6548224187028,0.016282251931387,3.08508421895879,15.6967006078921,0.415923750724982,0.378050897896894,0.0372398262063199,65.0499973702496
"24",8.89374366639601,93.2867748045984,0.0185443880950053,3.16958468044074,27.6532064829953,0.348117094026699,0.34337812547184,0.0394714422334905,65.1881919680004
"25",18.6990630093115,96.8490666125592,0.0220714340344963,3.02824375044701,13.7386438469402,0.122232188264689,0.484202701567662,0.0415853924706505,48.7117102833858
"26",7.96790952463587,107.883202639675,0.0172663389225611,3.33088414744116,16.9718777691014,0.266630635982779,0.514592074209835,0.0517581092411246,52.9637889565938
"27",11.4133003514188,87.6653779035433,0.0195026583537991,3.09810437325685,18.7276532864198,0.299240073974153,0.302098082366849,0.03864233581682,70.6848760102983
"28",13.1937973395094,112.069259144416,0.0296967072419472,3.31087064838964,5.62329968484119,0.390103403726144,0.418942737570467,0.0419693753571421,54.6412711805085
"29",11.7968786790657,220.977746247977,0.029921380675014,3.51390845770652,3.51501282351092,0.14860341340417,0.679619489043481,0.0295688401801811,29.1706817872905
"30",16.4156167234548,140.077159287231,0.0195265113640984,3.31063741870986,26.0312130926177,0.0854014484951266,0.344972169031091,0.0572353306401214,66.3045098819666
"31",12.975523590482,135.205049994799,0.0168143278060685,3.01305172879884,23.3459478472359,0.253761956202531,0.401155908445982,0.0240717697210682,48.3023356014467
